key,product_code,description,step_name,machine,start_time,end_time,duration_min,machine_group,machine_prefix,machine_num,log_duration
ZQ6d9JdT9icIrH5ch7gCKa,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-4,11/12/2024 14:50:00,11/12/2024 15:30:00,40.0,MX,MX,4,3.713572066704308
VIsTYCRhB0pScLROMXxgs8,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-4,11/12/2024 16:55:00,11/12/2024 17:40:00,45.0,MX,MX,4,3.828641396489095
5ckL1d7Bn05Sp3iTDPpeXj,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,PMWS Printing,MX-4,11/13/2024 9:53:00,11/13/2024 9:55:00,2.0,MX,MX,4,1.0986122886681098
lmJFWLEsGZaLuuaw3IRtZ4,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,MX-4,11/18/2024 8:16:00,11/18/2024 8:18:00,2.0,MX,MX,4,1.0986122886681098
Bmlie2Fx7l70UH0d3VBGct,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,MX-4,11/19/2024 13:55:00,11/19/2024 13:56:00,1.0,MX,MX,4,0.6931471805599453
3qm2ZJSLG0849IA67duVHL,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,11/18/2024 9:55:00,11/18/2024 10:15:00,20.0,PMX,PMX,4,3.044522437723423
WIYfGXDXte5rTGFtbO0p0W,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,11/18/2024 10:15:00,11/18/2024 10:35:00,20.0,PMX,PMX,4,3.044522437723423
saH38hv04CURIL1UBySkwk,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,11/18/2024 10:35:00,11/18/2024 14:15:00,220.0,PMX,PMX,4,5.3981627015177525
ZwT9y1ejfnPCB2wZ0HtDuE,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,11/18/2024 15:10:00,11/18/2024 15:40:00,30.0,MX,MX,4,3.4339872044851463
rIqu4JOZgb09KL6zO1AMKh,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,PMX-4,11/18/2024 15:00:00,11/18/2024 15:20:00,20.0,PMX,PMX,4,3.044522437723423
Ed9WywirgEMjxdLxenPUY2,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,PMX-4,11/18/2024 15:20:00,11/18/2024 16:00:00,40.0,PMX,PMX,4,3.713572066704308
WNHL9sbwmEWMYrZym1hqM0,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,PMX-4,11/18/2024 15:50:00,11/18/2024 16:50:00,60.0,PMX,PMX,4,4.110873864173311
DKe130wr0uVn55JXVdpOHa,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,PMX-4,11/18/2024 16:50:00,11/18/2024 17:40:00,50.0,PMX,PMX,4,3.9318256327243257
lbGDa5WU01yHifWV9rhYwG,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,11/19/2024 9:45:00,11/19/2024 10:10:00,25.0,PMX,PMX,4,3.258096538021482
w3i2KGfjMHjgfSkOZKx4Xa,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,11/19/2024 10:10:00,11/19/2024 11:30:00,80.0,PMX,PMX,4,4.394449154672439
6Yjpqe7qzBgoxeMbD5fiYQ,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,11/19/2024 11:30:00,11/19/2024 14:40:00,190.0,PMX,PMX,4,5.25227342804663
7KMVyTVFYHY1tKExzoEw85,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,MX-5,11/19/2024 15:30:00,11/19/2024 16:00:00,30.0,MX,MX,5,3.4339872044851463
ZagcsLgqwN0YfTztXVq9F3,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-5,11/19/2024 16:15:00,11/19/2024 17:05:00,50.0,MX,MX,5,3.9318256327243257
YxOMNIyuZRTVnnwXvZYLTg,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-5,11/19/2024 17:05:00,11/19/2024 17:25:00,20.0,MX,MX,5,3.044522437723423
rV3k95B6SLOF767QV1POEY,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,MX-5,11/23/2024 8:05:00,11/23/2024 8:06:00,1.0,MX,MX,5,0.6931471805599453
NhyGyiN72J5iqA2CNl4r7N,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,11/23/2024 10:30:00,11/23/2024 11:05:00,35.0,PMX,PMX,4,3.58351893845611
2WX1m9KPDC6sKktRXVifOw,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,11/23/2024 11:15:00,11/23/2024 11:35:00,20.0,PMX,PMX,4,3.044522437723423
R6tQQMvG9X2WEf4oJFcolQ,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,11/9/2024 10:35:00,11/9/2024 10:50:00,15.0,HSM,HSM,1,2.772588722239781
2e8Fng3LqpCnJPnxa054ug,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,11/9/2024 12:00:00,11/9/2024 13:00:00,60.0,BKM,BKM,11,4.110873864173311
uq5DWjSUikAchrp5SmzJXc,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,11/11/2024 6:00:00,11/11/2024 9:00:00,180.0,BKM,BKM,11,5.198497031265826
NF6oW6J7lGDxzjupsEXQ8V,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,11/11/2024 9:00:00,11/11/2024 11:00:00,120.0,BKM,BKM,11,4.795790545596741
5MfPegShpwg4dHEWQRL0dP,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,PMX-4,11/26/2024 7:39:00,11/26/2024 7:40:00,1.0,PMX,PMX,4,0.6931471805599453
n4M5GyweC0fTKGT3MSxAPu,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,11/23/2024 11:35:00,11/23/2024 13:40:00,125.0,PMX,PMX,4,4.836281906951478
tL2UD0MOFDz1nlxAcQxemu,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,MX-5,11/25/2024 8:10:00,11/25/2024 8:30:00,20.0,MX,MX,5,3.044522437723423
6IX0o3m1eGdf2oo00bX5Dy,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-5,11/25/2024 9:15:00,11/25/2024 9:50:00,35.0,MX,MX,5,3.58351893845611
qEoFOE3h0nCvAVC7agl4y5,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-5,11/25/2024 9:50:00,11/25/2024 11:15:00,85.0,MX,MX,5,4.454347296253507
kFbJTAo3nR88DMUxNiAneQ,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,PMWS Printing,MX-5,11/27/2024 6:53:00,11/27/2024 6:55:00,2.0,MX,MX,5,1.0986122886681098
sxIxrGY2wmDPoO8iZg4VwN,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,11/26/2024 8:30:00,11/26/2024 9:00:00,30.0,PMX,PMX,4,3.4339872044851463
Qu8HtCiZmwUuuXbSH7Bbba,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,11/26/2024 9:00:00,11/26/2024 9:20:00,20.0,PMX,PMX,4,3.044522437723423
p3vqyoQwLV3D5AITD467CD,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,11/26/2024 9:45:00,11/26/2024 11:25:00,100.0,PMX,PMX,4,4.61512051684126
LcADn5ZmRlTdF6k7owKz7f,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,PMX-4,11/26/2024 13:45:00,11/26/2024 14:05:00,20.0,PMX,PMX,4,3.044522437723423
6bjiWkB1nY6WL0fpjG8njD,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,PMX-4,11/26/2024 14:05:00,11/26/2024 14:25:00,20.0,PMX,PMX,4,3.044522437723423
cAhI8vJmIoOt3Qy7uV9Wfs,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,11/26/2024 14:45:00,11/26/2024 15:20:00,35.0,MX,MX,4,3.58351893845611
9NdhXVVRRwEEC27y4ALxTF,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,11/26/2024 15:20:00,11/26/2024 15:55:00,35.0,MX,MX,4,3.58351893845611
BdtDqvqN2M5jv1E8mf3Rpl,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,11/26/2024 16:00:00,11/26/2024 16:50:00,50.0,MX,MX,4,3.9318256327243257
Vzvl5e2ksWENwi9RocRbls,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Adjust,MX-5,11/26/2024 9:45:00,11/26/2024 10:15:00,30.0,MX,MX,5,3.4339872044851463
QRZu46nAqkxOQgWcrUBGef,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Adjust,MX-4,11/27/2024 13:20:00,11/27/2024 13:50:00,30.0,MX,MX,4,3.4339872044851463
On94eOLls2saDXKIDsWniB,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,11/14/2024 6:50:00,11/14/2024 7:05:00,15.0,HSM,HSM,1,2.772588722239781
bPZumLbv0X0qwMHMuJEklF,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind,BKM-11,11/14/2024 8:00:00,11/14/2024 13:00:00,300.0,BKM,BKM,11,5.707110264748875
G5OXMwvE0H4ZhlNMcX0dG6,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,11/14/2024 13:00:00,11/14/2024 15:00:00,120.0,BKM,BKM,11,4.795790545596741
QsyK18T8WetMCDykI6PEbz,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind,BKM-16,11/14/2024 8:30:00,11/14/2024 14:00:00,330.0,BKM,BKM,16,5.802118375377063
yVArQ51ir8fhNceT5wHIao,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,11/14/2024 14:00:00,11/14/2024 16:00:00,120.0,BKM,BKM,16,4.795790545596741
GTSQtjA85pKHx64SKQAcxG,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,11/14/2024 7:10:00,11/14/2024 7:25:00,15.0,HSM,HSM,1,2.772588722239781
ZMWbCVW8EhyFfjaRA5u7E5,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind,BKM-11,11/15/2024 8:00:00,11/15/2024 14:00:00,360.0,BKM,BKM,11,5.8888779583328805
nIJxIgXPJiVtXAbbbVm7fo,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,11/16/2024 6:00:00,11/16/2024 8:00:00,120.0,BKM,BKM,11,4.795790545596741
kCL9OVpXmo5XhocBZSWAkH,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,11/14/2024 8:00:00,11/14/2024 8:15:00,15.0,HSM,HSM,1,2.772588722239781
YmdYY4DyYbYvT3G1VkehCH,RM2-ACX-60,DAVIES ACREEX BLACK,Grind,BKM-6,11/16/2024 8:00:00,11/16/2024 13:00:00,300.0,BKM,BKM,6,5.707110264748875
7SpZtXXYuvm0FixQbjaIMZ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,11/16/2024 6:30:00,11/16/2024 13:00:00,390.0,BKM,BKM,16,5.968707559985366
h6rkdtFL0pXx1CbaEvLf2S,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,11/18/2024 6:00:00,11/18/2024 8:00:00,120.0,BKM,BKM,16,4.795790545596741
VGaQDRsVtUMBnQTNd9BJZe,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,PMWS Printing,MX-4,11/29/2024 8:33:00,11/29/2024 8:35:00,2.0,MX,MX,4,1.0986122886681098
rfyv92zPWkooqE6CX7NPyV,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,MX-5,11/30/2024 13:13:00,11/30/2024 13:14:00,1.0,MX,MX,5,0.6931471805599453
M01OtdiJmkc6IqrYCv3vM9,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,12/1/2024 10:55:00,12/1/2024 11:25:00,30.0,PMX,PMX,2,3.4339872044851463
hlku1Ttjwz4yIFlPr3cyVm,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,12/1/2024 11:25:00,12/1/2024 11:45:00,20.0,PMX,PMX,2,3.044522437723423
KVvAdTI85evBuZ9qWjfKMJ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,12/1/2024 11:45:00,12/1/2024 13:25:00,100.0,PMX,PMX,2,4.61512051684126
qA6VaPILjSASNRJQHQrykM,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,PMX-2,12/2/2024 8:15:00,12/2/2024 8:30:00,15.0,PMX,PMX,2,2.772588722239781
zlYX84WbsmlDg8YmudKehJ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,PMX-2,12/2/2024 8:30:00,12/2/2024 9:00:00,30.0,PMX,PMX,2,3.4339872044851463
nCF3bgP71B57n9nkACg1U5,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,12/2/2024 7:30:00,12/2/2024 8:25:00,55.0,MX,MX,4,4.02535169073515
mPRaK7l4dRKSwOuNiKWeTp,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,12/2/2024 9:10:00,12/2/2024 10:05:00,55.0,MX,MX,4,4.02535169073515
a9yJnVq13QjFBRPutyQN9g,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,12/2/2024 10:05:00,12/2/2024 10:50:00,45.0,MX,MX,4,3.828641396489095
USsRdDyeAv9vlElejaJuHJ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,PMWS Printing,MX-4,12/4/2024 8:29:00,12/4/2024 8:31:00,2.0,MX,MX,4,1.0986122886681098
AHu7nQexxyxEekzNHNw5VL,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,MX-4,12/7/2024 8:58:00,12/7/2024 9:00:00,2.0,MX,MX,4,1.0986122886681098
NnGFo8jXHU3ibB4Pjni0ue,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,12/10/2024 10:20:00,12/10/2024 10:50:00,30.0,PMX,PMX,4,3.4339872044851463
LPmsBklyDCFqlpBVJIFLTY,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,12/10/2024 10:55:00,12/10/2024 11:10:00,15.0,PMX,PMX,4,2.772588722239781
H0DReqfUsqtIxWj5lezR83,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,12/10/2024 11:15:00,12/10/2024 14:15:00,180.0,PMX,PMX,4,5.198497031265826
W624uonzbe508ldTS0iKwv,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-5,12/10/2024 14:20:00,12/10/2024 14:50:00,30.0,MX,MX,5,3.4339872044851463
joQG3Rmgw578Pc4E3Ywn1T,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,PMX-4,12/10/2024 14:45:00,12/10/2024 15:05:00,20.0,PMX,PMX,4,3.044522437723423
cHZQtivy6gKo4iFzmcbsmp,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,PMX-4,12/10/2024 15:05:00,12/10/2024 15:40:00,35.0,PMX,PMX,4,3.58351893845611
6mDT9tJILRQID4cIviwKLX,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-5,12/10/2024 15:45:00,12/10/2024 16:25:00,40.0,MX,MX,5,3.713572066704308
jlaeHUsGNJqHZUIMQBdpGQ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-5,12/10/2024 16:25:00,12/10/2024 17:15:00,50.0,MX,MX,5,3.9318256327243257
H1RrVmajq7IVfmwVbm4Jds,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,PMWS Printing,MX-5,12/11/2024 7:21:00,12/11/2024 7:23:00,2.0,MX,MX,5,1.0986122886681098
b9xEDilXu2TAX9DpGcymzb,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,12/6/2024 13:40:00,12/6/2024 13:55:00,15.0,HSM,HSM,1,2.772588722239781
wvdrmv9MxGTtDalTw8nb21,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,12/9/2024 8:30:00,12/9/2024 11:00:00,150.0,BKM,BKM,16,5.017279836814924
hOtWviEjlOpTUdbWW3NWRt,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,12/9/2024 11:30:00,12/9/2024 14:00:00,150.0,BKM,BKM,16,5.017279836814924
ySVB43zKy3G4qxPGEBCERD,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-6,12/10/2024 9:00:00,12/10/2024 15:00:00,360.0,BKM,BKM,6,5.8888779583328805
z6kKhulENOIXfnqlyVjth7,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,12/10/2024 15:00:00,12/10/2024 16:00:00,60.0,BKM,BKM,6,4.110873864173311
vX6GhKnOwZoEK5CMW7zIt1,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,MX-5,12/18/2024 7:33:00,12/18/2024 7:34:00,1.0,MX,MX,5,0.6931471805599453
Afsj4vsGHm4R5UO2HLq3xV,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,11/27/2024 16:20:00,11/27/2024 16:35:00,15.0,HSM,HSM,1,2.772588722239781
3jF9PMt46uhW86vgOxOWWL,RM2-ACX-60,DAVIES ACREEX BLACK,Grind,BKM-6,11/28/2024 6:00:00,11/28/2024 13:00:00,420.0,BKM,BKM,6,6.042632833682381
F09macMRCnOCNKSiEQfPkX,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,11/28/2024 13:00:00,11/28/2024 14:00:00,60.0,BKM,BKM,6,4.110873864173311
jvzwZWaNb8poIRaQXZA3Fb,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,11/29/2024 6:00:00,11/29/2024 7:00:00,60.0,BKM,BKM,6,4.110873864173311
7ZH38qGlNPfnR5DS9rAZGZ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,11/30/2024 10:30:00,11/30/2024 13:00:00,150.0,BKM,BKM,16,5.017279836814924
qlrdcA8npoiLwkn0gxYAEu,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,12/2/2024 6:30:00,12/2/2024 9:00:00,150.0,BKM,BKM,16,5.017279836814924
9obglaFzIRo9iqBJz6D6rG,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,12/2/2024 9:30:00,12/2/2024 10:00:00,30.0,BKM,BKM,16,3.4339872044851463
SkG5pDOuFpaoUBpGO5iYhe,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-6,12/18/2024 10:00:00,12/18/2024 14:00:00,240.0,BKM,BKM,6,5.484796933490655
FyE4VbcXKG2QorlSTUcPgx,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-6,12/19/2024 6:00:00,12/19/2024 8:00:00,120.0,BKM,BKM,6,4.795790545596741
4he404XJ2BeDAmAHFxNv0t,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,12/19/2024 8:00:00,12/19/2024 9:00:00,60.0,BKM,BKM,6,4.110873864173311
h1QZXgeCyxbA5ZyJvwrkxZ,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,1/7/2025 7:30:00,1/7/2025 7:45:00,15.0,HSM,HSM,1,2.772588722239781
2Evya03NF7wRODzyj5GczX,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-6,1/7/2025 8:00:00,1/7/2025 14:00:00,360.0,BKM,BKM,6,5.8888779583328805
GwUPFiftcJnLMbU707a1An,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,1/7/2025 14:00:00,1/7/2025 16:00:00,120.0,BKM,BKM,6,4.795790545596741
5OgTdkDFGDeNPoTcJtKgp6,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,1/8/2025 6:00:00,1/8/2025 8:00:00,120.0,BKM,BKM,6,4.795790545596741
woMvwwnTbYMlUMdFfWYedp,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,1/8/2025 13:40:00,1/8/2025 14:10:00,30.0,PMX,PMX,4,3.4339872044851463
FwOyR4cOFnkWyDBHemPJlD,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,1/8/2025 14:10:00,1/8/2025 14:30:00,20.0,PMX,PMX,4,3.044522437723423
bRHN9t49bQRuD7sLBby5LA,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,1/8/2025 14:45:00,1/8/2025 16:25:00,100.0,PMX,PMX,4,4.61512051684126
PcyRL3c0gHlzTKVL0zRZGc,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,MX-5,1/9/2025 7:05:00,1/9/2025 7:30:00,25.0,MX,MX,5,3.258096538021482
aLMLgR6e73sZd6hjBcJxBc,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-5,1/9/2025 7:45:00,1/9/2025 8:45:00,60.0,MX,MX,5,4.110873864173311
gm1fgdIRZFQk4LqMlSeRll,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-5,1/9/2025 9:45:00,1/9/2025 10:25:00,40.0,MX,MX,5,3.713572066704308
9ttbHzhuC6bsZA9cqLD6wU,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,1/11/2025 11:00:00,1/11/2025 11:15:00,15.0,HSM,HSM,1,2.772588722239781
HDorznE4e9gCdlwU49wOi5,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,1/11/2025 12:30:00,1/11/2025 13:00:00,30.0,BKM,BKM,16,3.4339872044851463
0cALq2NxuSmWqB7eHzbFAt,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,1/12/2025 10:30:00,1/12/2025 11:00:00,30.0,BKM,BKM,16,3.4339872044851463
Id2IB0vexg10IK4NWXCGWk,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,1/13/2025 6:30:00,1/13/2025 10:00:00,210.0,BKM,BKM,16,5.351858133476067
F6Phgmbbdc5vQXdaurKX8O,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,1/13/2025 10:30:00,1/13/2025 11:00:00,30.0,BKM,BKM,16,3.4339872044851463
bVV5rCXA1eRswZSyes151M,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,1/14/2025 14:00:00,1/14/2025 16:00:00,120.0,BKM,BKM,11,4.795790545596741
za0v2FFk26FOWw4wpUoMZY,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,1/15/2025 6:00:00,1/15/2025 7:00:00,60.0,BKM,BKM,11,4.110873864173311
1vWacso0pdKofuqSKfTzgc,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,1/15/2025 7:00:00,1/15/2025 8:00:00,60.0,BKM,BKM,11,4.110873864173311
dyQQyGrKpizP87AfbuRu3J,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,1/15/2025 13:10:00,1/15/2025 13:25:00,15.0,HSM,HSM,1,2.772588722239781
ZHbwJvRY50HRexCnPYhLOs,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-6,1/15/2025 14:00:00,1/15/2025 16:00:00,120.0,BKM,BKM,6,4.795790545596741
k3l1x9py42jJ8rzKRlcAT4,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-6,1/16/2025 6:00:00,1/16/2025 9:00:00,180.0,BKM,BKM,6,5.198497031265826
0C4DOtZOFTkVdwZQjtpjHq,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,1/16/2025 9:00:00,1/16/2025 11:00:00,120.0,BKM,BKM,6,4.795790545596741
XHzToKO8HJHKHo0pbq2aQH,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,MX-5,1/16/2025 15:54:00,1/16/2025 15:55:00,1.0,MX,MX,5,0.6931471805599453
itu8GOiNOkXsVSOw3YZUSZ,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,1/16/2025 15:05:00,1/16/2025 15:40:00,35.0,PMX,PMX,4,3.58351893845611
ickXxpmYLdArhrSRoz221F,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,1/16/2025 13:40:00,1/16/2025 15:55:00,135.0,PMX,PMX,4,4.912654885736052
JqczWpKpm72TEzsJNQuRXa,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,1/16/2025 16:00:00,1/16/2025 17:40:00,100.0,PMX,PMX,4,4.61512051684126
XFmJMwglAPKwsLwPrOd19e,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,1/26/2025 6:45:00,1/26/2025 7:20:00,35.0,PMX,PMX,4,3.58351893845611
BddU2c9RbGM26Zyu8BOs4N,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,1/26/2025 7:20:00,1/26/2025 7:35:00,15.0,PMX,PMX,4,2.772588722239781
v9sF5UuPKUFhfHV4aBSvhg,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,1/26/2025 7:40:00,1/26/2025 10:00:00,140.0,PMX,PMX,4,4.948759890378168
kqric4BeHtG8AYqyJc5PLb,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,1/22/2025 13:10:00,1/22/2025 13:25:00,15.0,HSM,HSM,1,2.772588722239781
BGUrdZNd6J1wSMS9iO1LR6,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,1/22/2025 15:00:00,1/22/2025 18:00:00,180.0,BKM,BKM,11,5.198497031265826
iL50SquWCs4tOHAfWdTDRF,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,1/23/2025 6:00:00,1/23/2025 7:00:00,60.0,BKM,BKM,11,4.110873864173311
e3Sck8eFjsA3iOoSiuJH9W,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,1/23/2025 7:00:00,1/23/2025 8:00:00,60.0,BKM,BKM,11,4.110873864173311
FECnkLuSjLcMVd8R4VBZ8l,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,2/1/2025 7:10:00,2/1/2025 7:25:00,15.0,HSM,HSM,1,2.772588722239781
